id:ID,name,:LABEL
187,CASP10,gene/protein
188,FTH1,gene/protein
189,UBC,gene/protein
190,CRCT1,gene/protein
191,DVL2,gene/protein
192,GNA12,gene/protein
193,ISLR,gene/protein
194,PRKCB,gene/protein
195,TNPO1,gene/protein
196,DUSP7,gene/protein
197,MAPK14,gene/protein
198,SERPINI2,gene/protein
199,POLB,gene/protein
200,CREB3,gene/protein
201,CYP1A1,gene/protein
202,COPS5,gene/protein
203,CLEC5A,gene/protein
204,CEBPG,gene/protein
205,ZNF76,gene/protein
206,HNRNPR,gene/protein
207,MAX,gene/protein
208,GRB7,gene/protein
209,MYH9,gene/protein
210,NDUFA8,gene/protein
211,NPPA,gene/protein
212,SLC35A1,gene/protein
213,INS,gene/protein
214,SHC1,gene/protein
215,DNAJC7,gene/protein
216,NCSTN,gene/protein
217,ZNF433,gene/protein
218,SF3A2,gene/protein
219,ID2,gene/protein
220,NUDT6,gene/protein
221,ATXN7L2,gene/protein
222,IMPDH2,gene/protein
223,MAGEA1,gene/protein
224,SMCO4,gene/protein
225,DGKZ,gene/protein
226,U2AF1,gene/protein
227,IL1R1,gene/protein
228,EPHA1,gene/protein
229,FXR1,gene/protein
230,PMPCB,gene/protein
231,RPL8,gene/protein
232,TRIM37,gene/protein
233,UACA,gene/protein
234,SNRPF,gene/protein
235,ARRB2,gene/protein
236,CDKN2A,gene/protein
237,POLE2,gene/protein
238,ACTB,gene/protein
239,ZNF414,gene/protein
240,ACP2,gene/protein
241,H4C11,gene/protein
242,AKAP9,gene/protein
243,PDE6A,gene/protein
244,HSP90AB1,gene/protein
245,KLC2,gene/protein
246,ATP6V1B2,gene/protein
247,FBXO34,gene/protein
248,JUND,gene/protein
249,GRN,gene/protein
250,PLXNB1,gene/protein
251,CCNA2,gene/protein
252,DHX57,gene/protein
253,APBB2,gene/protein
254,ITPRIP,gene/protein
255,KPNB1,gene/protein
256,SNRPB,gene/protein
257,TMEM179B,gene/protein
258,DCAF1,gene/protein
259,ORMDL2,gene/protein
260,DIS3,gene/protein
261,EAPP,gene/protein
262,UPF1,gene/protein
263,TRAF4,gene/protein
264,PLK1,gene/protein
265,KRTAP1-1,gene/protein
266,EIF3B,gene/protein
267,HPCAL1,gene/protein
268,PPP2CB,gene/protein
269,CCNT1,gene/protein
270,ZBTB33,gene/protein
271,ERRFI1,gene/protein
272,SEC24C,gene/protein
273,PIR,gene/protein
274,SUPT3H,gene/protein
275,ADAMTSL5,gene/protein
276,LAMA3,gene/protein
277,COG6,gene/protein
278,STOM,gene/protein
279,HNF4A,gene/protein
280,UBE4B,gene/protein
281,MTNR1A,gene/protein
282,LGALS3,gene/protein
283,TSTD2,gene/protein
284,SH3GLB1,gene/protein
285,ELAVL1,gene/protein
286,NR4A2,gene/protein
287,PBX1,gene/protein
288,EPB41L1,gene/protein
289,CLNS1A,gene/protein
290,ROCK1,gene/protein
291,PTPN11,gene/protein
292,S100A8,gene/protein
293,BRAP,gene/protein
294,RIPK1,gene/protein
295,TWNK,gene/protein
296,DVL3,gene/protein
297,USP9X,gene/protein
298,SMO,gene/protein
299,SQLE,gene/protein
300,PIP4K2A,gene/protein
301,CSNK2A1,gene/protein
302,DYNC1LI2,gene/protein
303,GSN,gene/protein
304,PPP1R12A,gene/protein
305,ZNF629,gene/protein
306,TMOD2,gene/protein
307,HBM,gene/protein
308,CUL2,gene/protein
309,PAX5,gene/protein
310,CCT2,gene/protein
311,PCP4,gene/protein
312,GBP2,gene/protein
313,YWHAG,gene/protein
314,BARD1,gene/protein
315,DYRK1A,gene/protein
316,CALCOCO2,gene/protein
317,CUL1,gene/protein
318,UTP11,gene/protein
319,PRPF8,gene/protein
320,DHRS2,gene/protein
321,OXT,gene/protein
322,ESRRA,gene/protein
323,RFX3,gene/protein
324,GTSE1,gene/protein
325,GTF3C1,gene/protein
326,JUN,gene/protein
327,RPS2,gene/protein
328,KANK2,gene/protein
329,H2AC20,gene/protein
330,ZXDC,gene/protein
331,TMOD1,gene/protein
332,CDK4,gene/protein
333,MTX1,gene/protein
334,NMI,gene/protein
335,POLR3D,gene/protein
336,CDC25B,gene/protein
337,BTK,gene/protein
338,H2AC15,gene/protein
339,FANCA,gene/protein
340,BEX2,gene/protein
341,BCHE,gene/protein
342,APEX2,gene/protein
343,ZNF574,gene/protein
344,LBR,gene/protein
345,UBE2M,gene/protein
346,IWS1,gene/protein
347,BDH2,gene/protein
348,ZNF319,gene/protein
349,RPL15,gene/protein
350,CEBPB,gene/protein
351,DLX1,gene/protein
352,HNRNPA1,gene/protein
353,KRTAP4-12,gene/protein
354,HLA-F,gene/protein
355,CELSR2,gene/protein
356,NAB2,gene/protein
357,ARRB1,gene/protein
358,MDFI,gene/protein
359,PHF23,gene/protein
360,FAM50B,gene/protein
361,SOD1,gene/protein
362,WAS,gene/protein
363,AR,gene/protein
364,EPS15,gene/protein
365,HSH2D,gene/protein
366,LCE2B,gene/protein
367,AIMP2,gene/protein
368,HTRA1,gene/protein
369,AKAP8L,gene/protein
370,HOXC4,gene/protein
371,SIN3A,gene/protein
372,POP4,gene/protein
373,NOS2,gene/protein
374,PKN2,gene/protein
375,ESR1,gene/protein
376,UHRF1,gene/protein
377,MEOX2,gene/protein
378,EPS8,gene/protein
379,GAK,gene/protein
380,LZTS2,gene/protein
381,IL17A,gene/protein
382,TPRX1,gene/protein
383,RPL10,gene/protein
384,SRSF8,gene/protein
385,PDHA2,gene/protein
386,LCE1A,gene/protein
387,ACTA1,gene/protein
388,BLK,gene/protein
389,CREB1,gene/protein
390,ALK,gene/protein
391,BCKDHA,gene/protein
392,MTMR4,gene/protein
393,EPB42,gene/protein
394,LECT2,gene/protein
395,ATR,gene/protein
396,SLC4A8,gene/protein
397,AMFR,gene/protein
398,VCP,gene/protein
399,SP2,gene/protein
400,MCL1,gene/protein
401,GUCD1,gene/protein
402,DDR1,gene/protein
403,NBEAL1,gene/protein
404,TSPAN15,gene/protein
405,FGB,gene/protein
406,CCNE1,gene/protein
407,MATR3,gene/protein
408,TTF1,gene/protein
409,CALML3,gene/protein
410,BBS2,gene/protein
411,THAP12,gene/protein
412,SCN2B,gene/protein
413,PCBD1,gene/protein
414,PXN,gene/protein
415,RBL1,gene/protein
416,TMBIM6,gene/protein
417,VCAM1,gene/protein
418,MAPK1,gene/protein
419,USHBP1,gene/protein
420,MECOM,gene/protein
421,SREBF1,gene/protein
422,YWHAB,gene/protein
423,COX4I1,gene/protein
424,CDCA8,gene/protein
425,BIK,gene/protein
426,MSH2,gene/protein
427,FHL3,gene/protein
428,EED,gene/protein
429,TRAF6,gene/protein
430,RAP2A,gene/protein
431,RAC1,gene/protein
432,PDLIM7,gene/protein
433,PRDM14,gene/protein
434,BTG3,gene/protein
435,MFAP1,gene/protein
436,B4GALT4,gene/protein
437,SORD,gene/protein
438,UBB,gene/protein
439,CNP,gene/protein
440,CD79A,gene/protein
441,FGFR4,gene/protein
442,PRR20A,gene/protein
443,E2F6,gene/protein
444,FAM107A,gene/protein
445,HSF2,gene/protein
446,NACA,gene/protein
447,GLP1R,gene/protein
448,TBX1,gene/protein
449,ZEB1,gene/protein
450,PLPP1,gene/protein
451,GIT2,gene/protein
452,COMT,gene/protein
453,HNRNPD,gene/protein
454,GATA2,gene/protein
455,CHRM3,gene/protein
456,ESRRB,gene/protein
457,CNR2,gene/protein
458,RHEB,gene/protein
459,TPR,gene/protein
460,SOX2,gene/protein
461,KPNA2,gene/protein
462,SPRED1,gene/protein
463,PGRMC2,gene/protein
464,EIF4A3,gene/protein
465,PLEKHG4,gene/protein
466,SRSF5,gene/protein
467,GTF2B,gene/protein
468,PIH1D2,gene/protein
469,MAGOHB,gene/protein
470,TCF4,gene/protein
471,NTM,gene/protein
472,MRPL19,gene/protein
473,TRIM23,gene/protein
474,RSRC1,gene/protein
475,SRI,gene/protein
476,F13A1,gene/protein
477,IL2RG,gene/protein
478,H1-5,gene/protein
479,ICE1,gene/protein
480,SNX1,gene/protein
481,RPGRIP1,gene/protein
482,TAX1BP1,gene/protein
483,MRPL50,gene/protein
484,PTK2,gene/protein
485,LRPAP1,gene/protein
486,OXA1L,gene/protein
487,CLDN19,gene/protein
488,ATG9A,gene/protein
489,CAV1,gene/protein
490,PDGFRB,gene/protein
491,NXF1,gene/protein
492,SMARCA4,gene/protein
493,GSC2,gene/protein
494,FARSA,gene/protein
495,H2BC14,gene/protein
496,ACADVL,gene/protein
497,HIF1A,gene/protein
498,TOM1,gene/protein
499,IRAK2,gene/protein
500,NR1H2,gene/protein
501,NPHP3,gene/protein
502,NCOA1,gene/protein
503,YBX1,gene/protein
504,FH,gene/protein
505,GLI1,gene/protein
506,ILF3,gene/protein
507,FOSL2,gene/protein
508,SERTAD1,gene/protein
509,NR3C1,gene/protein
510,DNAJB2,gene/protein
511,PDE4DIP,gene/protein
512,NAP1L1,gene/protein
513,ANKRD26,gene/protein
514,GOLGB1,gene/protein
515,BCL3,gene/protein
516,CTTN,gene/protein
517,TMEM38A,gene/protein
518,CSNK1E,gene/protein
519,HSPA9,gene/protein
520,HNRNPC,gene/protein
521,RDH14,gene/protein
522,ACD,gene/protein
523,TMCC2,gene/protein
524,RPS3A,gene/protein
525,EHHADH,gene/protein
526,GABRG2,gene/protein
527,GAPDH,gene/protein
528,HOXB5,gene/protein
529,PSMC5,gene/protein
530,CDK1,gene/protein
531,YY1,gene/protein
532,OPRM1,gene/protein
533,MTIF2,gene/protein
534,NUTF2,gene/protein
535,DKC1,gene/protein
536,BCL2L2,gene/protein
537,SAP30BP,gene/protein
538,PLAUR,gene/protein
539,LYPD3,gene/protein
540,UNC119,gene/protein
541,MCM6,gene/protein
542,SRSF7,gene/protein
543,MAP3K7,gene/protein
544,FOXH1,gene/protein
545,SVIL,gene/protein
546,DYNC1H1,gene/protein
547,NINJ2,gene/protein
548,SERPINB4,gene/protein
549,ACTN4,gene/protein
550,PNRC1,gene/protein
551,RCL1,gene/protein
552,PDK3,gene/protein
553,NEK2,gene/protein
554,BRCA1,gene/protein
555,RHOC,gene/protein
556,TACC3,gene/protein
557,DDIT4,gene/protein
558,NME4,gene/protein
559,PPP1R12C,gene/protein
560,PLP1,gene/protein
561,RASD1,gene/protein
562,AATK,gene/protein
563,ZMAT4,gene/protein
564,KDM1B,gene/protein
565,PFDN5,gene/protein
566,PRKCA,gene/protein
567,UBE2L3,gene/protein
568,PARP1,gene/protein
569,BHLHE40,gene/protein
570,KLC1,gene/protein
571,CCDC85B,gene/protein
572,KPNA1,gene/protein
573,NFKBIB,gene/protein
574,CASR,gene/protein
575,PBX2,gene/protein
576,PRDM5,gene/protein
577,RB1,gene/protein
578,SGK1,gene/protein
579,BMI1,gene/protein
580,RAN,gene/protein
581,AKAP5,gene/protein
582,POGZ,gene/protein
583,H2BC5,gene/protein
584,LCE2A,gene/protein
585,EBF1,gene/protein
586,STX12,gene/protein
587,HDAC2,gene/protein
588,ZNF707,gene/protein
589,SLC25A6,gene/protein
590,RPS14,gene/protein
591,ALDOB,gene/protein
592,FANCD2,gene/protein
593,CDKN2D,gene/protein
594,DNMT1,gene/protein
595,TAL1,gene/protein
596,MYOM1,gene/protein
597,UBE2D3,gene/protein
598,ZNF263,gene/protein
599,EIF3A,gene/protein
600,FAM161A,gene/protein
601,ABL1,gene/protein
602,WWOX,gene/protein
603,CYP4F22,gene/protein
604,YWHAZ,gene/protein
605,TULP3,gene/protein
606,TRIP12,gene/protein
607,ASPHD2,gene/protein
608,VPS35,gene/protein
609,ROR1,gene/protein
610,FYN,gene/protein
611,APP,gene/protein
612,SEPTIN3,gene/protein
613,MRPL18,gene/protein
614,PSMC3,gene/protein
615,PSMB5,gene/protein
616,TRAF5,gene/protein
617,RRM2,gene/protein
618,ORC3,gene/protein
619,TSG101,gene/protein
620,KAT2A,gene/protein
621,PAAF1,gene/protein
622,GYS1,gene/protein
623,AQP10,gene/protein
624,ZNF581,gene/protein
625,IL7R,gene/protein
626,CHD5,gene/protein
627,NCKAP1,gene/protein
628,KIF1C,gene/protein
629,ANXA9,gene/protein
630,CALU,gene/protein
631,RASSF1,gene/protein
632,IRF1,gene/protein
633,IRF2,gene/protein
634,TMEM42,gene/protein
635,VAPA,gene/protein
636,MDC1,gene/protein
637,PTBP1,gene/protein
638,PBX3,gene/protein
639,PTPRE,gene/protein
640,MESD,gene/protein
641,APOC4,gene/protein
642,GJB2,gene/protein
643,PEX14,gene/protein
644,PPP2R3A,gene/protein
645,SMARCA5,gene/protein
646,HSBP1,gene/protein
647,CSRP3,gene/protein
648,NFYB,gene/protein
649,ACTR2,gene/protein
650,LDB2,gene/protein
651,PRKACA,gene/protein
652,ALDOA,gene/protein
653,WWP1,gene/protein
654,STAM,gene/protein
655,TUBGCP3,gene/protein
656,GNAL,gene/protein
657,DEFA6,gene/protein
658,ARMC8,gene/protein
659,PTER,gene/protein
660,RPL17,gene/protein
661,GYG2,gene/protein
662,RAD23A,gene/protein
663,TRIM27,gene/protein
664,RPL6,gene/protein
665,TNFRSF1A,gene/protein
666,ERCC1,gene/protein
667,FOXM1,gene/protein
668,NR5A1,gene/protein
669,RBM7,gene/protein
670,KTN1,gene/protein
671,TTLL12,gene/protein
672,NKX3-1,gene/protein
673,LPCAT2,gene/protein
674,HDGF,gene/protein
675,HSD17B6,gene/protein
676,PTK2B,gene/protein
677,COMMD3,gene/protein
678,TINAGL1,gene/protein
679,AIFM1,gene/protein
680,FECH,gene/protein
681,TLE1,gene/protein
682,ATXN1,gene/protein
683,NR4A1,gene/protein
684,PHLPP2,gene/protein
685,KRTAP17-1,gene/protein
686,CISH,gene/protein
687,DEK,gene/protein
688,IST1,gene/protein
689,PCDHGB1,gene/protein
690,NFYA,gene/protein
691,CD81,gene/protein
692,PSMB9,gene/protein
693,WASL,gene/protein
694,CCNT2,gene/protein
695,ERCC6,gene/protein
696,ATP2B2,gene/protein
697,CYP2C8,gene/protein
698,ACO1,gene/protein
699,XIAP,gene/protein
700,P4HA2,gene/protein
701,GOLGA2,gene/protein
702,PSEN2,gene/protein
703,RPL27A,gene/protein
704,DYNLL1,gene/protein
705,MYBPC2,gene/protein
706,RARG,gene/protein
707,CXADR,gene/protein
708,MITF,gene/protein
709,TFRC,gene/protein
710,DCTN2,gene/protein
711,PICK1,gene/protein
712,LCE3A,gene/protein
713,MED7,gene/protein
714,TGFBR1,gene/protein
715,MYH11,gene/protein
716,EEF1G,gene/protein
717,RPL9,gene/protein
718,PTPRJ,gene/protein
719,HSF4,gene/protein
720,PTGIR,gene/protein
721,PSAP,gene/protein
722,EIF2B1,gene/protein
723,RETREG3,gene/protein
724,BDH1,gene/protein
725,SH3YL1,gene/protein
726,DAXX,gene/protein
727,HCCS,gene/protein
728,RB1CC1,gene/protein
729,STAT3,gene/protein
730,SYNGAP1,gene/protein
731,SIGLEC6,gene/protein
732,ZNF2,gene/protein
733,HDAC7,gene/protein
734,CEP170,gene/protein
735,IHH,gene/protein
736,TEKT3,gene/protein
737,MEAF6,gene/protein
738,SNRPB2,gene/protein
739,CCT6A,gene/protein
740,RARA,gene/protein
741,CDK7,gene/protein
742,MYOD1,gene/protein
743,PSEN1,gene/protein
744,C1D,gene/protein
745,ATP5F1B,gene/protein
746,CHD4,gene/protein
747,KRT24,gene/protein
748,AKR1C4,gene/protein
749,VEGFA,gene/protein
750,LCK,gene/protein
751,DNAL4,gene/protein
752,LUZP4,gene/protein
753,SH3BP4,gene/protein
754,IGBP1,gene/protein
755,FBXO9,gene/protein
756,SHOC2,gene/protein
757,FDXR,gene/protein
758,CYB5R3,gene/protein
759,EIF2B4,gene/protein
760,POU5F1,gene/protein
761,RPL37A,gene/protein
762,THOC2,gene/protein
763,MAPK9,gene/protein
764,CD38,gene/protein
765,RPS27A,gene/protein
766,MUC1,gene/protein
767,BOLA1,gene/protein
768,HNRNPH2,gene/protein
769,CTNNB1,gene/protein
770,RAI14,gene/protein
771,MAFK,gene/protein
772,RELA,gene/protein
773,SRSF1,gene/protein
774,CTBP2,gene/protein
775,ORC6,gene/protein
776,SLC22A9,gene/protein
777,ZNF18,gene/protein
778,ZNF24,gene/protein
779,AMOTL2,gene/protein
780,SNRPE,gene/protein
781,CAMK2D,gene/protein
782,RBX1,gene/protein
783,FAAP100,gene/protein
784,CDK16,gene/protein
785,PDE3B,gene/protein
786,CD109,gene/protein
787,MYH10,gene/protein
788,ANXA2,gene/protein
789,PTH,gene/protein
790,APOB,gene/protein
791,COX15,gene/protein
792,TSC22D3,gene/protein
793,MEA1,gene/protein
794,MKRN3,gene/protein
795,STAT1,gene/protein
796,CNIH1,gene/protein
797,HDLBP,gene/protein
798,ERC1,gene/protein
799,FGF2,gene/protein
800,HNRNPF,gene/protein
801,RNF34,gene/protein
802,CDK6,gene/protein
803,SMN1,gene/protein
804,FBRSL1,gene/protein
805,CEBPA,gene/protein
806,HMGN3,gene/protein
807,SGTA,gene/protein
808,RAP1GDS1,gene/protein
809,BRF1,gene/protein
810,C10orf88,gene/protein
811,NDUFB1,gene/protein
812,ZNF668,gene/protein
813,DMWD,gene/protein
814,SPRY2,gene/protein
815,EXOC5,gene/protein
816,COPS6,gene/protein
817,UGT8,gene/protein
818,GINS1,gene/protein
819,KIF5B,gene/protein
820,SLU7,gene/protein
821,KIFC3,gene/protein
822,ERBB2,gene/protein
823,UBE2D1,gene/protein
824,MRPS30,gene/protein
825,SERF2,gene/protein
826,CTBP1,gene/protein
827,RPL11,gene/protein
828,GLYAT,gene/protein
829,BAIAP2,gene/protein
830,PRPF4B,gene/protein
831,HSPH1,gene/protein
832,AQP3,gene/protein
833,FARP2,gene/protein
834,SMYD3,gene/protein
835,LGALS4,gene/protein
836,CDC20,gene/protein
837,DLG4,gene/protein
838,RFTN1,gene/protein
839,DCTN1,gene/protein
840,IL13RA2,gene/protein
841,COL5A1,gene/protein
842,MRPL4,gene/protein
843,TRAF1,gene/protein
844,SPP1,gene/protein
845,CSDE1,gene/protein
846,TNFSF8,gene/protein
847,HPCA,gene/protein
848,RPL18,gene/protein
849,CENPA,gene/protein
850,SPRY1,gene/protein
851,HDAC3,gene/protein
852,P4HB,gene/protein
853,CTNNAL1,gene/protein
854,ATP5F1A,gene/protein
855,SPTAN1,gene/protein
856,MRPL57,gene/protein
857,DDB2,gene/protein
858,NF2,gene/protein
859,KCTD3,gene/protein
860,SLC25A5,gene/protein
861,ARID5A,gene/protein
862,RBPJ,gene/protein
863,DDX3X,gene/protein
864,HTR2C,gene/protein
865,KRT31,gene/protein
866,MAPK3,gene/protein
867,TFG,gene/protein
868,CBX3,gene/protein
869,GABPB1,gene/protein
870,ZBTB25,gene/protein
871,STRN3,gene/protein
872,DR1,gene/protein
873,MAS1,gene/protein
874,KCNA1,gene/protein
875,NDC80,gene/protein
876,KRTAP4-2,gene/protein
877,KRTAP9-2,gene/protein
878,MYBPC3,gene/protein
879,PSMD6,gene/protein
880,PLEC,gene/protein
881,MYOM2,gene/protein
882,ATF3,gene/protein
883,RANBP1,gene/protein
884,PPAN,gene/protein
885,RPL13,gene/protein
886,TMX2,gene/protein
887,PDIA3,gene/protein
888,NPR2,gene/protein
889,RPL19,gene/protein
890,CSNK1A1,gene/protein
891,MOGS,gene/protein
892,MTA2,gene/protein
893,SMAD2,gene/protein
894,ENO3,gene/protein
895,RPP40,gene/protein
896,MAGEA11,gene/protein
897,PLS1,gene/protein
898,MED29,gene/protein
899,DDIT4L,gene/protein
900,FAM8A1,gene/protein
901,STK39,gene/protein
902,MAPK8,gene/protein
903,BLZF1,gene/protein
904,MCC,gene/protein
905,RPS5,gene/protein
906,NBEAL2,gene/protein
907,PDE1B,gene/protein
908,ARHGAP1,gene/protein
909,COL4A5,gene/protein
910,SH3KBP1,gene/protein
911,ELK1,gene/protein
912,SKIL,gene/protein
913,POLR2F,gene/protein
914,CEP72,gene/protein
915,WDR46,gene/protein
916,UBE2A,gene/protein
917,RPS4X,gene/protein
918,HSPA1B,gene/protein
919,COL4A2,gene/protein
920,PROCR,gene/protein
921,LNX1,gene/protein
922,RPL18A,gene/protein
923,PTGES3,gene/protein
924,OIT3,gene/protein
925,EVPL,gene/protein
926,ZCCHC3,gene/protein
927,PRKAR1B,gene/protein
928,GABRA3,gene/protein
929,EDA,gene/protein
930,ACTR5,gene/protein
931,UQCR11,gene/protein
932,RPL7A,gene/protein
933,CA11,gene/protein
934,ROBO3,gene/protein
935,COG1,gene/protein
936,MAP2K5,gene/protein
937,ZSCAN26,gene/protein
938,DDB1,gene/protein
939,CD200,gene/protein
940,PNKP,gene/protein
941,CALM3,gene/protein
942,OS9,gene/protein
943,RBM6,gene/protein
944,NSMCE4A,gene/protein
945,SNTA1,gene/protein
946,TMEM203,gene/protein
947,HNRNPM,gene/protein
948,RAP1A,gene/protein
949,NPM1,gene/protein
950,TCP1,gene/protein
951,ZKSCAN8,gene/protein
952,RGL2,gene/protein
953,BDP1,gene/protein
954,ELF1,gene/protein
955,GNA11,gene/protein
956,PLK2,gene/protein
957,GABRE,gene/protein
958,CFL1,gene/protein
959,BECN1,gene/protein
960,SLIT1,gene/protein
961,EFNB2,gene/protein
962,GPN3,gene/protein
963,FOXD2,gene/protein
964,SDCBP,gene/protein
965,SNRNP35,gene/protein
966,PRR22,gene/protein
967,PHB,gene/protein
968,PATJ,gene/protein
969,KBTBD7,gene/protein
970,PNP,gene/protein
971,SLC35B4,gene/protein
972,SYPL1,gene/protein
973,IKBKB,gene/protein
974,GGH,gene/protein
975,YIPF5,gene/protein
976,TCEA1,gene/protein
977,ELOC,gene/protein
978,ZNF275,gene/protein
979,MRPL28,gene/protein
980,NPPC,gene/protein
981,FOXC2,gene/protein
982,GABPA,gene/protein
983,ARC,gene/protein
984,ITGA4,gene/protein
985,CDK5,gene/protein
986,TNFRSF18,gene/protein
987,LRRFIP2,gene/protein
988,RAF1,gene/protein
989,PPARG,gene/protein
990,TSEN15,gene/protein
991,RGS2,gene/protein
992,ITGB3BP,gene/protein
993,UBD,gene/protein
994,MDK,gene/protein
995,JAG1,gene/protein
996,B4GALT1,gene/protein
997,SYS1,gene/protein
998,CREB5,gene/protein
999,PRICKLE3,gene/protein
1000,STUB1,gene/protein
1001,ING1,gene/protein
1002,STAT5B,gene/protein
1003,SURF2,gene/protein
1004,IL1B,gene/protein
1005,ZMYM6,gene/protein
1006,WASF1,gene/protein
1007,P2RX7,gene/protein
1008,C2orf88,gene/protein
1009,STX10,gene/protein
1010,MCM3,gene/protein
1011,RBFA,gene/protein
1012,GDNF,gene/protein
1013,F9,gene/protein
1014,EGF,gene/protein
1015,MXI1,gene/protein
1016,PRKDC,gene/protein
1017,GPS1,gene/protein
1018,CBLC,gene/protein
